Position,Cost,Asset
2079.5299,119000.0000,145858.2252
2093.7932,120000.0000,146795.8393
2093.7932,120000.0000,146795.8393
2093.7932,120000.0000,146712.0876
2093.7932,120000.0000,147298.3497
2093.7932,120000.0000,149161.8256
2107.8263,121000.0000,150203.7015
2107.8263,121000.0000,148390.9709
2107.8263,121000.0000,146915.4925
2107.8263,121000.0000,147632.1534
2107.8263,121000.0000,148854.6927
2107.8263,121000.0000,148960.0840
2107.8263,121000.0000,149086.5535
2107.8263,121000.0000,150266.9363
2107.8263,121000.0000,150941.4407
2121.7616,122000.0000,152257.6146
2121.7616,122000.0000,154252.0706
2121.7616,122000.0000,153106.3193
2121.7616,122000.0000,153870.1535
2121.7616,122000.0000,153891.3711
2135.4397,123000.0000,156121.9928
2135.4397,123000.0000,154733.9571
2135.4397,123000.0000,155673.5505
2135.4397,123000.0000,157787.6358
2135.4397,123000.0000,158043.8885
2148.9733,124000.0000,158787.6358
2148.9733,124000.0000,158142.9438
2148.9733,124000.0000,157928.0464
2148.9733,124000.0000,157906.5567
2148.9733,124000.0000,157562.7210
2162.6926,125000.0000,157638.6625
2162.6926,125000.0000,158936.2780
2162.6926,125000.0000,159433.6973
2162.6926,125000.0000,160277.1474
2162.6926,125000.0000,158590.2472
2176.3333,126000.0000,159546.9934
2176.3333,126000.0000,159634.0467
2176.3333,126000.0000,156913.6301
2176.3333,126000.0000,157740.6367
2176.3333,126000.0000,158959.3834
2189.9666,127000.0000,160634.0467
2189.9666,127000.0000,162648.8159
2189.9666,127000.0000,162889.7122
2189.9666,127000.0000,163240.1069
2189.9666,127000.0000,166437.4581
2203.0044,128000.0000,168970.4346
2203.0044,128000.0000,169609.3059
2203.0044,128000.0000,168375.6235
2203.0044,128000.0000,168287.5033
2203.0044,128000.0000,170490.5077
2215.9510,129000.0000,171160.0570
2215.9510,129000.0000,171758.3638
2215.9510,129000.0000,172068.5969
2215.9510,129000.0000,170849.8239
2215.9510,129000.0000,171470.2901
2228.8759,130000.0000,172448.1306
2228.8759,130000.0000,171534.2915
2228.8759,130000.0000,173094.5047
2228.8759,130000.0000,172358.9756
2228.8759,130000.0000,169728.9020
2241.9002,131000.0000,172133.0938
2241.9002,131000.0000,171595.0378
2241.9002,131000.0000,171258.7528
2241.9002,131000.0000,174016.2900
2241.9002,131000.0000,175047.5640
2254.6895,132000.0000,176294.1731
2254.6895,132000.0000,174512.9683
2254.6895,132000.0000,174580.6090
2254.6895,132000.0000,174445.3276
2254.6895,132000.0000,175753.0476
